Key,Value,T
1641157348,The Thirsty Dragon Tavern,口渴的龙小酒馆
1642205927,The King's Wolf Inn,国王狼旅馆
1643254543,The Buckingston Plantation,Buckingston种植园
1644303128,The Kingwing Cemetery,国王公墓
1645351715,Old Lysayne's Hovel,旧的lysayne的小屋
1646401105,Fontpath,fontpath
1647449713,Ruins of Old Elyzyna's Hovel,旧的埃利兹纳小屋的废墟
1648498301,Nordred,诺德
1649546894,The Bat and Giant Hostel,蝙蝠和巨型旅馆
1650595566,Wildervale,怀尔德维尔
1651644166,The Dirty Badger Tavern,肮脏的徽章小酒馆
1652692750,Ruins of Kington Palace,金顿宫的废墟
1653741329,Blessed Sunrise of Kynareth,凯纳雷斯的祝福日出
1654790743,Gromrugoth,gromrugoth
1655839326,Tamley Commons,塔姆利共同体
1656887912,Bleeding Prophet of Kynareth,凯纳雷斯的出血先知
1657936490,Old Ysayne's Place,老ysayne的地方
1658985070,The Wickcroft Tombs,威克克罗夫特墓
1660033790,Ruins of The Gaersley Farmstead,盖尔斯利农场的废墟
1661082371,Graybury,格雷伯里
1662131763,Blessed Martyr of Kynareth,凯纳雷斯的祝福烈士
1663180344,Moorfield Hall,Moorfield Hall
1664228959,The Moorhart Plantation,Moorhart种植园
1665277543,Old Evelolda's Hovel,老伊夫洛达的小屋
1666326160,Ruins of Greensmith Grange,格林史密斯农庄的废墟
1667374784,Castle Hearthhouse,城堡炉室
1668423368,Burning Ascencion of Kynareth,Kynareth的燃烧上升
1669471963,The Old Gaersly Hovel,旧的盖尔霍夫尔
1670520547,Old Vannyvyra's Place,老范尼维拉的地方
1671569129,The Masterford Farmstead,Masterford Farmstead
1672618550,The Hole of Gerither,格里瑟的洞
1673667131,Altar of I'ric,我的祭坛
1674715713,Greensly Grange,格林格
1675764346,Buckingfield's Guard,白金菲尔德的后卫
1676812924,Cromgate,克罗姆门
1677861530,Ruins of The Hold of Greenhart,格林哈特的废墟
1678910114,Lamidge,拉米奇
1679958720,The Kingfield Plantation,金菲尔德种植园
1681007309,Ruins of Greensley Manor,格林斯利庄园的废墟
1682056695,Woodwing Manor,木翼庄园
1683105291,The Buckington Farmstead,白金顿农场
1684153884,The Pit of Maelanxiah,Maelanxiah的坑
1685202544,Blacktale,黑代尔
1686251123,Ruins of Hearthhouse's Hold,炉膛遗址的废墟
1687299719,The Lucky Goat Hostel,幸运的山羊旅馆
1688348310,The Buckinging Cemetery,摇摇欲坠的公墓
1689396900,The Buckington Plantation,白金顿种植园
1690445488,Graybury Minster,格雷伯里大教堂
1691494067,The Copperwing Graveyard,铜墓地
1692542650,The Fox and Bird Inn,狐狸和伯德旅馆
1693592043,Ruins of Copperhart Court,哥哥哈特法院的废墟
1694640667,Ruins of The Woodford Farmstead,伍德福德农场的废墟
1695689323,Ruins of Old Evelara's Farm,旧伊夫拉拉农场的废墟
1696737907,Baelhead,贝尔黑德
1697786505,Moorwing Orchard,沼泽果园
1698835104,Infinite Prophet of Kynareth,Kynareth的无限先知
1699884504,Wailing Idol of Kynareth,凯纳雷斯的哭泣偶像
1700933082,Old Chrystanna's Hovel,旧chrystanna的小屋
1701981753,Bleeding Seer of Kynareth,凯纳雷斯的流血先知
1703030342,Aldingmore,阿尔丁莫尔
1704078953,The Restless Castle Inn,不安的城堡旅馆
1705127541,Singing,唱歌
1706176128,Ruins of Old Belladara's Farm,旧贝拉达拉农场的废墟
1707225553,The Cave of Demerena,Demerena的洞穴
1708274142,Ruins of Old Chrystara's Place,旧克莱斯塔的废墟
1709322801,Holy Omen of Kynareth,凯纳雷斯的神灵
1710371437,The Mines of Andoryan,安迪尔的矿山
1711420827,Shrine of Mai,麦神社
1712469411,Old Lysabyth's Farm,旧lysabyth的农场
1713517992,Joyous Tree of Kynareth,凯纳雷斯的欢乐树
1714566596,Old Carolara's Farm,老卡拉拉的农场
1715615249,Ruins of The Moorton Farmstead,穆尔顿农场的废墟
1716663869,The Kingsly Farmstead,国王农场
1717712461,The Gaersley Plantation,盖斯利种植园
1718761856,The Tower of Buckingford,白金福德的塔
1719810472,Singborne Court,辛格尔法院
1720859122,Inner Rebirth of Kynareth,凯纳斯的内心重生
1721907776,Ruins of Castle Coppersley,卡普珀斯利城堡废墟
1722957195,Ruins of Old Vannolda's Hovel,瓦诺达霍夫尔的废墟
1724005858,Waridge Hamlet,沃里奇小村庄
1725054437,The Mole and Dungeon Hostel,痣和地牢旅馆
1726104082,The Gaersley Farmstead,Gaersley Farmstead
1727153616,The Beaver and Goblin Tavern,海狸和妖精小酒馆
1728203153,Buckingwing's Hold,Buckingwing的持有
1729251758,The Hearthfield Cabin,赫斯菲尔德小屋
1730300342,Copperford Grange,科波福德农庄
1731348949,The Moorcroft Graveyard,Moorcroft墓地
1732397528,Shrine of Mai,麦神社
1733447051,Ruins of Hawkwing Manor,霍克温庄园的废墟
1734495656,Kingcroft Manor,金克罗夫特庄园
1735544248,The Hearthton Plantation,赫斯顿种植园
1736593766,Vanhope Wood,Vanhope Wood
1737642358,The Haunt of Darkimyth,黑暗的困扰
1738690950,Ruins of Buckingsley Orchard,巴克斯利果园的废墟
1739739531,The Crimson Wolf Tavern,深红色小酒馆
1740788146,Reyworth,雷沃思
1741837668,The Gaersly Farmstead,Gaersly Farmstead
1742886250,Old Lysanna's Farm,老利萨娜的农场
1743934864,Gaerton Grange,Gaerton Grange
1744983445,Shrine of Ephen,埃芬神社
1746032963,Old Belladabyth's Place,老贝拉达贝斯的地方
1747081544,Wailing Star of Kynareth,Kynareth的哭泣之星
1748130158,Ruins of Hearthwing Manor,壁炉庄园的废墟
1749178747,Ruins of The Old Greenton Shack,古老的格林顿棚屋的废墟
1750228292,The Fortress of Greening,绿色要塞
1751277851,The Greenfield Plantation,绿地种植园
1752326448,The Moorfield Vaults,Moorfield拱顶
1753375057,The Kingsmith Crypts,国王史密斯的地下室
1754424574,The Kingcroft Graveyard,Kingcroft墓地
1755473163,The Ashsley Plantation,阿什斯利种植园
1756521774,The Bat and Griffin Hostel,蝙蝠和格里芬旅馆
1757570358,Old Belladyvyra's Farm,老贝拉迪维拉的农场
1758619874,Gentle Seer of Kynareth,凯纳雷斯的温柔先知
1759668460,The Ashsly Burial Ground,灰烬墓地
1760717039,The Hearthton Farmstead,赫斯顿农场
1761765625,Azvor,Azvor
1762814207,Ruins of The Kington Farmstead,金顿农场的废墟
1763862803,Ruins of The Gaerton Cabin,盖尔顿小屋的废墟
1764912325,The Pig and Bird Hostel,猪和鸟儿旅馆
1765960931,The Hold of Greenford,格林福德的持有
1767009529,The Edward Excavation,爱德华发掘
1768059040,The Toad and Cat Lodge,蟾蜍和猫小屋
1769107636,Burning Soul of Kynareth,凯纳雷斯的燃烧灵魂
1770156229,The Ashwing Farmstead,烟灰农场
1771204807,The Red Skull Inn,红色头骨旅馆
1772253390,The Ashton Plantation,阿什顿种植园
1773301983,Burning Redeemer of Kynareth,凯纳雷斯的燃烧救赎主
1774351528,Ruins of The Old Gaerwing Place,旧的盖尔温地方的废墟
1775401096,Silent Light of Kynareth,kynareth的无声之光
1776449696,The Andistyr Excavation,安斯蒂尔发掘
1777498281,Ashsmith Grange,Ashsmith Grange
1778546867,The Ashston Cabin,阿什斯顿小屋
1779596382,Anrath,安拉特
1780644972,Kingford Grange,金福德农庄
1781693599,Warbridge Hill,沃布里奇山
1782742186,The Citadel of Hearthfield,赫斯菲尔德的城堡
1783791718,Ruins of Old Gwynyssa's Hovel,古老的格里尼斯山的废墟
1784840311,The Gaercroft Plantation,Gaercroft种植园
1785888909,The Old Masterhouse Hovel,旧的大师霍夫尔
1786937488,The Assembly of Carolyrrya,Carolyrrya的集会
1787987006,Ruins of The Old Ashhouse Hovel,旧的阿什豪斯霍夫尔的废墟
1789035622,Old Carolausa's Place,老卡罗拉萨的地方
1790084201,The Morkeusessa Hole,Morkeusessa洞
1791133720,The Citadel of Moorwing,沼泽城堡
1792182312,Inner Seer of Kynareth,凯纳雷斯的内看到者
1793230903,The Theodistair Lode,Theodistair矿
1794279499,Gaersmith's Guard,Gaersmith的后卫
1795329065,Weeping Redeemer of Kynareth,哭泣的凯纳雷斯的救赎主
1796377668,Lamcroft Court,兰克罗夫特法院
1797426249,The Edwyrick Tunnel,Edwyrick隧道
1798475784,The Hearthham Graveyard,HERTHHAM墓地
1799524367,Morlas,莫拉斯
1800572948,Hearthwing Grange,炉wing农庄
1801621532,The Kington Farmstead,金顿农场
1802671083,Old Carolyrrya's Shack,旧卡罗里亚的棚屋
1803719679,The Uthore Tunnel,Uthore隧道
1804768262,The Old Ashhart Shack,老阿什哈特棚屋
1805816844,The Old Wickton Shack,老威克顿小屋
1806866373,Woodhart Manor,伍德哈特庄园
1807914951,The Pit of Mareria,马里里亚的坑
1808963537,Ruins of Wooding Manor,木庄园的废墟
1810012123,The Rodyn Lode,Rodyn Lode
1811061704,Ruins of Copperfield Hall,科波菲尔大厅的废墟
1812110313,The Mastersly Crypts,大师crypts
1813159825,The Masterton Plantation,Masterton种植园
1814208407,Ruins of The Copperhouse Cabin,铜屋的废墟
1815257011,Woodhouse Tower,伍德豪斯塔
1816305615,Ruins of Gaerham Manor,盖勒姆庄园的废墟
1817355120,Perpetual Relic of Kynareth,Kynareth的永久遗物
1818403698,Old Ysyn's Shack,老Ysyn的棚屋
1819452310,Old Ysyssa's Shack,老Ysyssa的棚屋
1820500908,Kirkwich,柯克维奇
1821550434,Wickcroft Grange,Wickcroft Grange
1822599014,Longwark Rock,Longwark Rock
1823647596,Ruins of Masterfield Court,Masterfield Court的废墟
1824696178,Ashcroft Grange,Ashcroft Grange
1825744762,The Copperhart Plantation,哥哥群人种植园
1826793360,The Old Buckingcroft Hovel,旧的Buckingcroft Hovel
1827842940,The Stronghold of Copperston,共巨星的据点
1828891525,Gentle Star of Kynareth,凯纳雷斯的温柔之星
1829940103,The Lynx and Pit Lodge,Lynx和Pit Lodge
1830989616,Ruins of Greensly Orchard,绿果园的废墟
1832038216,Baalyonunah's Den,Baalyonunah的书房
1833086798,Old Elyzorya's Farm,老Elyzorya的农场
1834135390,Coppersly Orchard,铜果园
1835183968,Copperhouse Hall,铜馆大厅
1836233494,The Dirty Djinn Pub,肮脏的Djinn酒吧
1837283064,The Copperhouse Tombs,铜墓墓
1838331642,Ruins of Woodwing Manor,木翼庄园的废墟
1839380232,The Mordyn Lode,Mordyn Lode
1840428829,Castle Buckingsly,城堡雄鹿
1841477425,Buckingfield Orchard,巴金菲尔德果园
1842527016,Chesterwold Hollow,切斯特沃尔德空心
1843576529,Lamway,板条
1844625111,The Devil's Sword Inn,魔鬼之剑旅馆
1845673704,Old Barborya's Place,旧巴伯里亚的地方
1846722286,The Buckingsly Farmstead,雄鹿的农场
1847770864,Holwold,霍尔沃尔德
1848819452,The Hearthham Farmstead,炉室农场
1849868030,Wailing Prophet of Kynareth,Kynareth的哀号先知
1850918605,Burning Seer of Kynareth,燃烧的凯纳雷斯的先知
1851968135,The Gold Cat Lodge,金猫小屋
1853016719,Old Vyctausa's Farm,老vyctausa的农场
1854065301,Tampath,棉条
1855113882,Gaerton Palace,盖尔顿宫
1856162497,The Masterham Farmstead,Masterham Farmstead
1857211082,Eternal Redeemer of Kynareth,Kynareth的永恒救赎主
1858260616,Merbeth,梅尔贝斯
1859309197,Whitemont,Whitemont
1860357782,The Yeomton Cabin,Yeomton小屋
1861406384,Tower Yeoming,塔
1862454964,Ashing Manor,阿什庄园
1863504476,Ruins of Moorton Court,莫尔顿法院的废墟
1864553054,Infinite Seer of Kynareth,Kynareth的无限先知
1865601634,The Old Kinghart Hovel,古老的金哈特·霍维尔（Kinghart Hovel）
1866651215,The Copperhouse Plantation,铜屋种植园
1867699844,Broadwark,Broadwark
1868749350,The Gaersly Plantation,Gaersly种植园
1869797935,Ruins of Wickham Orchard,威克姆果园的废墟
1870846531,Castle Gaersley,盖斯利城堡
1871895112,The Lucky Giant Pub,幸运的巨人酒吧
1872944658,Gentle Soul of Kynareth,凯纳斯的温柔灵魂
1873993250,Castle Woodfield,伍德菲尔德城堡
1875041873,Sacred Light of Kynareth,Kynareth的神圣光
1876091384,The Toad and Griffin Hostel,蟾蜍和格里芬旅馆
1877139970,The Queen's Guard Lodge,女王的后卫小屋
1878188572,Old Elausa's Shack,老Elausa的棚屋
1879237157,The Gaerham Graveyard,盖勒姆墓地
1880287695,Kingsly Grange,金斯利农庄
1881336284,Ruins of Gaering Manor,盖林庄园的废墟
1882384870,Graywood,格雷伍德
1883433458,The Ashton Vaults,阿什顿拱顶
1884483050,Altar of I'ric,我的祭坛
1885532575,Cathmoth Commons,Cathmoth Commons
1886581187,Joyous Star of Kynareth,凯纳雷斯的欢乐之星
1887629770,Ruins of Moorsly Tower,mo
1888679299,Gentle Omen of Kynareth,凯纳雷斯的温柔兆头
1889727900,The Buckinghart Graveyard,Buckinghart墓地
1890777466,The Ashston Crypts,阿什斯顿地下室
1891826058,Silent Relic of Kynareth,凯纳雷斯的无声遗物
1892875658,Ashton Manor,阿什顿庄园
1893925192,The Old Mooring Shack,旧系泊棚
1894973772,The Screaming Skull Pub,尖叫的头骨酒吧
1896022354,Oxbridge,牛津桥
1897071910,Ruins of Mastering Hall,遗址
1898120489,The Lair of Baalatanxessa,Baalatanxessa的巢穴
1899169108,Grayworth,格雷沃思
1900218644,The Copperwing Cemetery,铜绿公墓
1901267222,Bleeding Altar of Kynareth,凯纳雷斯的流血祭坛
1902315802,The Gaerston Cemetery,高斯顿公墓
1903364380,Gallocester,加洛克斯特
1904412958,Holbury,霍尔伯里
1905461543,Sacred Star of Kynareth,Kynareth的神圣之星
1906510136,Ruins of The Old Gaersley Place,旧盖斯利地方的废墟
1907559692,Pentower,五角星
1908608273,Burgcastle Rock,Burgcastle Rock
1909656878,The Old Mooring Shack,旧系泊棚
1910706402,Ruins of Coppersly Palace,铜宫的废墟
1911755980,Greenham's Hold,格林汉姆的持有
1912804563,The Kington Graveyard,金顿墓地
1913854134,Grumvor,grumvor
1914902721,Wailing Sunrise of Kynareth,Kynareth的哀号日出
1915951299,The Hawking Farmstead,鹰农场
1917000886,The Haunt of Lithivan,Lithivan的出没
1918049487,The Mordyrick Excavation,Mordyrick发掘
1919099061,The Rat and Guard Hostel,老鼠和后卫旅馆
1920148613,Newfort,纽福特
1921198220,Shrine of Vigryl,维格里尔神社
131233,The Hawkston Cemetery,霍克斯顿公墓
1179833,The Ashwing Farmstead,烟灰农场
2228420,The Old Ashton Hovel,老阿什顿霍夫尔
3277965,Hearthfield Manor,赫斯菲尔德庄园
4326545,Charing,charing
5376109,The Woodsmith Plantation,伍兹史密斯种植园
6424695,Horcroft,Horcroft
7473275,Yeomhart Manor,Yeomhart Manor
8521866,The Old Yeomsley Shack,旧的Yomsley Shack
9570447,Castle Necromoghan,城堡墓地
10619029,Blessed Ascencion of Kynareth,凯纳雷斯的祝福上升
11668571,The Gaerford Farmstead,Gaerford Farmstead
12717158,Old Elara's Shack,老埃拉的棚屋
13765736,Jhim Sei Shrine,Jhim Sei神社
14814319,Arkbridge,阿克布里奇
15863871,Kingston Manor,金斯敦庄园
16912457,Ruins of Gaerhart Manor,盖尔哈特庄园的废墟
17961044,The Old Greensley Hovel,古老的格林斯利霍夫尔
19009626,Old Lysyna's Place,旧的lysyna的地方
20058204,Old Lysyrrya's Place,老丽丝的地方
21106790,Aldmore,阿尔德莫尔
22156329,Copperford Orchard,科波福果园
23204908,Lambrone,lambrone
24253503,Lamcroft,兰克罗夫特
25303064,Burning Prophet of Kynareth,燃烧的凯纳雷斯先知
26351650,The Old Coppersley Shack,老铜棚屋
27400237,The Old Buckingsly Shack,旧的Buckingsly Shack
28448815,Singing Seer of Kynareth,Kynareth的唱歌先知
29498364,The Old Hawkhart Shack,老霍卡特棚屋
30546948,Reliquary of Sai,Sai的遗物
31595532,Woodsmith Hall,伍兹史密斯大厅
32645087,The Yeomton Farmstead,Yeomton Farmstead
33693665,Alabywyr's Gaol,Alabywyr的监狱
34742268,Shrine of Ephen,埃芬神社
35790853,Singmoth,Singmoth
36840401,The Agryn Prison,阿格琳监狱
37888982,THe Crypts of Yeomham,Yeomham的地下室
38937561,Charton,图顿
39986144,Chesterbury,切斯特伯里
41035708,Silent Seer of Kynareth,凯纳雷斯的无声先知
42084302,Mastering Hall,掌握大厅
43133869,Cathfort,卡特福特
44182460,Singing Rebirth of Kynareth,唱着凯纳雷斯的重生
45232008,Westleigh,韦斯特利
46280586,Vanwall Hill,范沃尔山
47329165,Mercroft Court,Mercroft Court
48377753,Longtry Field,长领域
49427320,Kirkwell,柯克韦尔
50475913,The Masterton Farmstead,Masterton Farmstead
51524492,Moorsmith Palace,摩尔史密斯宫
52574041,Gothham,哥特汉姆
53622628,Lamcastle Borough,Lamcastle自治市镇
54671213,Dunore Laboratory,邓诺实验室
55720691,Mastering Manor,掌握庄园
56769371,The Mole and Woodchuck Pub,摩尔和伍德卡克酒吧
57818841,The Mastersmith Vaults,大师史密斯金库
58867426,Wicksly Palace,Wicksly Palace
59916004,The House of Baron Garulaus,古拉乌斯男爵的房子
60964647,Coppersly Manor,铜庄园
62013237,Buckingwing Manor,Buckingwing Manor
63061829,Holcastle,Holcastle
64111285,The Wicksly Tombs,柳树墓
65159864,Singbridge,Singbridge
66208447,Joyous Prophet of Kynareth,凯纳雷斯的欢乐先知
67257029,Chrystyna Cultus,Chrystyna cultus
68305607,The Pig and Cat Tavern,猪和猫小酒馆
69354190,Ruins of Hearthston Manor,赫尔斯斯顿庄园的废墟
70402769,Midcroft,中克罗夫特
71451430,The Ashcroft Tombs,阿什克罗夫特墓
72500010,Charenborne Hollow,Charenborne Hollow
73549483,The Copperton Farmstead,Copperton Farmstead
74598066,Baelbridge,贝尔布里奇
75646652,Baelwick,贝尔威克
76695233,The Old Buckinghouse Hovel,旧的Buckinghouse Hovel
77743878,The Wicking Plantation,小树林
78792458,Ripborne,Ripborne
79841045,The Dead Helm Inn,死去的汉姆旅馆
80890501,Woodsley Hall,伍兹利音乐厅
81939081,Woodsly Hall,木制大厅
82987660,The Yeomsmith Farmstead,Yeomsmith Farmstead
84036238,Bleeding Ascencion of Kynareth,kynareth的出血上升
85084816,Hearthhart Palace,赫斯特哈特宫
86133397,Old Ysolda's Hovel,老Ysolda的小屋
87181980,Castle Woodcroft,伍德克罗夫特城堡
88230562,Midmore,Midmore
89279143,Hawkfield Court,霍克菲尔德法院
90327726,The Queen's Giant Lodge,女王的巨型小屋
91376364,Cathwick,卡斯威克
92424948,Burghope,Burghope
93473531,Burning Light of Kynareth,Kynareth的燃烧光
94522991,Lamdale,兰代尔
95571584,Blackwich,布莱克威奇
96620162,Chartry,特征
97668743,Ruins of Old Gwynyrrya's Place,古老的格温尼拉（Gwynyrrya）的废墟
98717325,Perpetual Altar of Kynareth,Kynareth的永久祭坛
99765934,The Kingfield Farmstead,金菲尔德农场
100815425,Hawkford Hall,霍克福德音乐厅
101864009,Woodham Court,伍德姆法院
102912587,The Fortress of Gaersmith,盖尔史密斯要塞
103961172,Holy Altar of Kynareth,凯纳雷斯的圣祭坛
105009761,The Laughing Badger Lodge,笑着
106058341,Ashton Hall,阿什顿厅
107106930,The Ashham Farmstead,Ashham Farmstead
108155512,Wicking Hall,守卫大厅
109204112,The House of Vladingus,弗拉德us的房子
110252690,The Howling Dragon Tavern,how叫龙小酒馆
111301277,Oxwich,奥克斯维奇
112349872,Theodyrick Laboratory,Theodyrick实验室
113398478,The Devil's Griffin Tavern,魔鬼的格里芬小酒馆
114447915,Old Elyrrya's Hovel,老Elyrrya的小屋
115496495,Burgtown,伯格敦
116545077,The Fox and Barbarian Pub,狐狸和野蛮酒吧
117593655,Broadford,布罗德福德
118642233,Bleeding Idol of Kynareth,凯纳雷斯的流血偶像
119690844,Wildertown,怀尔德敦
120739444,The Yeomfield Burial Ground,Yeomfield墓地
121788033,Gaersley Manor,盖斯利庄园
122836627,Greenton Court,格林顿法院
123885227,The Citadel of Yeomcroft,Yeomcroft的城堡
124934670,The Gold Fawn Tavern,黄金小酒馆
125983278,Crossmont,克罗斯蒙特
127031856,Buckingsly Manor,巴克斯利庄园
128080437,The Copperwing Vaults,铜穹顶
129129020,The Ashhart Tombs,阿什哈特墓
130177606,The Ashhart Farmstead,阿什哈特农场
131226186,Vanwold,范沃尔德
132274766,The Tombs of Hearthston,炉子的坟墓
133323345,The Moorford Farmstead,Moorford Farmstead
134371924,Vanfort Commons,Vanfort Commons
135420502,Grimwood,格林伍德
136469081,The Hold of Copperham,Copperham的持有
137517665,The Hearthham Tombs,炉室墓
138566243,Greenford Manor,格林福德庄园
139614830,Graycastle,灰色castle
140663412,Whitemoth,白人
141711992,Strenner Haven,Strenner Haven
142760574,Masterwing Hall,掌握大厅
143809163,The Old Moorton Hovel,老莫尔顿霍夫尔
144857754,Singham Hall,Singham Hall
145907179,Ripidge,Ripidge
146955780,Gothgate,哥特盖特
148004360,The Wooding Plantation,树木种植园
149052941,The Alabane House of Correction,阿拉巴州矫正之家
150101522,Yeomwing Manor,Yeomwing Manor
151150120,Sacred Relic of Kynareth,Kynareth的神圣遗物
152198723,The Stronghold of Woodcroft,伍德克罗夫特的据点
153247301,Wicking Manor,守卫庄园
154295887,Cathcastle,天主教
155344474,Westgate,韦斯特盖特
156393064,Merbury,Merbury
157442518,Tunton,Tunton
158491105,Masterston Hall,Masterston Hall
159539685,The Restless Mug Inn,不安的杯旅馆
160588263,The Savage Chasm Pub,野蛮的鸿沟酒吧
161636842,The Screaming Hedgehog Inn,尖叫的刺猬旅馆
162685464,The Lucky Badger Hostel,幸运的badge旅馆
163734042,Altar of I'ric,我的祭坛
164782628,Grimborne,格里姆本
165831217,Gaercroft Hall,Gaercroft Hall
166879806,The Copperford Graveyard,科波福墓地
167928394,Aldingford,阿尔丁福德
168976991,Blackwold,黑狼
170025573,Penbury Hamlet,彭伯里小村庄
171074153,Old Ysolda's Hovel,老Ysolda的小屋
172123580,Stokdale,斯托克代尔
173172166,The Buckingwing Plantation,Buckingwing种植园
174220747,Oxworth,奥克斯沃思
175269333,The Queen's Pit Pub,女王的维修酒吧
176317913,Gaering Palace,盖林宫
177366492,Laming,laming
178415074,The Crimson Castle Tavern,深红城堡小酒馆
179463656,The Wickston Tombs,威克斯顿墓
180512236,Old Chrystyn's Shack,老克莱斯坦的棚屋
181560848,Longing,渴望
182609444,The Bat and Jug Lodge,蝙蝠和水罐小屋
183658025,Greensley Palace,格林斯利宫
184706614,Castle Corroghar,Castle Corroghar
185755211,The Gaering Farmstead,盖林农场
186803799,Whiteborne,白人
187853213,Privateer's Hold,私人持有
188901793,Castle Masterwing,城堡掌握
189950376,Cromwall,克罗姆沃尔
190998955,Old Gwynyssa's Hovel,旧格尼斯萨的小屋
192047536,Yeomhart Orchard,Yeomhart Orchard
193096135,Rippath Heath,Rippath Heath
194144722,Hortower,园艺
195193307,Bedard Laboratory,贝达德实验室
196241888,The Dirty Jug Inn,肮脏的水罐旅馆
197290479,Horcester,霍尔斯特
198339077,Fontcester,Fontcester
199387669,Vanmarket,VanMarket
200436247,The Copperford Plantation,科波福种植园
201484827,Stokhead,斯托克黑德
202533424,Castle Greenham,格林纳姆城堡
203582842,Gaersly Manor,盖尔斯利庄园
204631423,Old Lysanna's Shack,老利萨娜的棚屋
205680001,Old Elara's Shack,老埃拉的棚屋
206728581,Gothway Garden,哥特式花园
207777159,Burgley,伯格利
208825740,Hearthfield Court,赫斯菲尔德法院
209874333,The Old Kingford Shack,旧金福德棚屋
210922913,The Dungeon of Peristair,骨膜的地牢
211971525,Yagrugoth,Yagrugoth
213020106,The Hawkston Farmstead,霍克斯顿农场
214068697,The Beaver and Dragon Lodge,海狸和龙旅馆
215117282,Woodsley Orchard,伍兹利果园
216165860,Westmont,韦斯特蒙特
217214448,Gentle Altar of Kynareth,凯纳雷斯温柔的祭坛
218263028,The Hearthston Farmstead,壁炉农场
219311629,The Old Hearthhart Place,旧壁炉旁的地方
220360224,Deerworth,迪尔沃思
221408805,Chartown Rock,Chartown Rock
222457391,The Old Hawking Place,老鹰场
223505971,Penbrone,Penbrone
224555377,Hearthton Manor,赫斯顿庄园
225603966,Eastfort Rock,Eastfort Rock
226652559,Kinging Palace,国王宫
227701137,Arkmoth,Arkmoth
228749718,The Greenford Farmstead,格林福德农场
229798298,Sacred Omen of Kynareth,Kynareth的神圣预兆
230846876,The Bat and Griffin Inn,蝙蝠和格里芬旅馆
231895458,Graytown,格雷敦
232944052,Old Elorya's Place,旧的埃里拉（Elorya）的地方
233992630,Gothway,哥特威
235041208,The King's Dungeon Pub,国王的地牢酒吧
236089811,The Kinging Farmstead,国王农场
237138390,The Old Kingston Place,古老的金斯敦地方
238186976,The Fortress of Ashham,阿什汉姆要塞
239235559,Hawkcroft Manor,霍克克罗夫特庄园
240284157,Sage Monument,鼠尾草纪念碑
241332737,The Ashhouse Graveyard,大厦墓地
242381333,Greensley's Guard,格林斯利的后卫
243429918,Vanmore,范莫尔
244479300,Hawkham's Hold,霍卡姆的持有
245527879,Ruins of Wicksmith Court,威克史密斯法院的废墟
246576461,Sage Monument,鼠尾草纪念碑
247625046,Moorhart Orchard,Moorhart Orchard
248673627,Knightsshire,骑士郡
249722206,Chesterwich,切斯特里奇
250770796,The Fox and Barbarian Tavern,狐狸和野蛮的小酒馆
251819375,The Old Buckingfield Shack,老巴金菲尔德小屋
252867956,The Crypt of Garomaus,Garomaus的地下室
253916539,Newham,纽汉姆
254965120,Gaerhouse Hall,Gaerhouse Hall
256013702,Masterford Court,Masterford Court
257062280,Baelworth Hamlet,Baelworth Hamlet
258110861,Ruins of Ashford's Hold,阿什福德的废墟
259159439,Gondyrick Laboratory,Gondyrick实验室
260208017,Garenor Hall,加诺尔大厅
261256595,The Dead Griffin Lodge,死去的格里芬小屋
262305173,Greenham Orchard,格林汉姆果园
263353754,Updale Derry,Updale Derry
264402339,Gaerhouse Manor,Gaerhouse庄园
265450917,Ashing Orchard,阿什果园
266499495,Masterton Grange,Masterton Grange
267548100,Gallowell,加洛威尔
268596696,Mergate,合并
269645275,The Unfortunate Muskrat Inn,不幸的Muskrat Inn
270693858,Kingford Court,金福德法院
271742456,The White Badger Tavern,白色badge小酒馆
272791039,Singwell,唱得不错
273839617,Singbrugh Wood,Singbrugh Wood
274888195,Castle Moorhouse,城堡摩尔豪斯
275936777,The Woodcroft Farmstead,Woodcroft Farmstead
276986161,Joyous Oracle of Kynareth,Kynareth的欢乐甲骨文
278034747,Burning Soul of Kynareth,凯纳雷斯的燃烧灵魂
279083329,Blackfort,黑色
280131912,Weeping Martyr of Kynareth,哭泣的凯纳雷斯的烈士
281180491,Buckingcroft Hall,Buckingcroft Hall
282229069,The Buckinghouse Farmstead,Buckinghouse Farmstead
283277650,Ashing Hall,大厅
284326251,Longmarket Garden,长市场花园
285374834,The Wicksley Farmstead,Wicksley Farmstead
286423432,Old Vannayne's Hovel,老范纳的霍夫尔
287472017,The Tristyrick Academy,特里斯蒂里克学院
288520595,The Old Moorford Hovel,老摩尔福德霍夫尔
289569176,The Old Copperhart Hovel,老铜霍夫尔
290617758,Ruins of The Hawking Farmstead,霍金农场的废墟
291666354,Broadpath Minster,BroadPath Minster
292714933,Old Carolanna's Place,老卡罗娜的地方
293763544,Lamton,兰顿
294812132,Holmore Field,霍尔莫尔场
295860718,The Green Rascal Pub,绿色的流氓酒吧
296910102,The Hawkhouse Graveyard,霍克豪斯墓地
297958683,The Beaver and Dungeon Lodge,海狸和地牢小屋
299007270,Eastwick,伊斯特威克
300055853,Eastbridge,东桥
301104445,The Hearthhouse Cabin,炉室小屋
302153024,Chesterville,切斯特维尔
303201603,The Gaerwing Graveyard,Gaerwing墓地
304250183,Trogker,Trogker
